w_t,l_t,electrode_length,electrode_width,w_c,l_c,Q,V,d,Vac_ground,freq,m_c
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.26145731096,24.295782424624175
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.27931244378,24.3104135553807
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.296590944025,24.319193642643352
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.31329992845,24.32212057321593
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.32944703917,24.319193642643345
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.34504045905,24.310413555380695
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.36008892673,24.295782424624175
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.37460175123,24.275303771802182
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.38858882596,24.248982525728213
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.40206064262,24.21682502141374
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.4150283047,24.178838998544446
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.42750354087,24.135033599617014
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.439498718115,24.085419367738204
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.45102685507,24.030008244088464
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.46210163516,23.968813565046972
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.47273741988,23.9018500589822
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.482949262434,23.829133842706995
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.49275292158,23.750682417599645
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.50216487577,23.666514665391812
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.511202338,23.57665084362336
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.51988327118,23.481112580767743
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.52822640421,23.37992287102582
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.53625124909,23.273106068791584
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.543978118796,23.160687882790874
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.55142814675,23.04269536989339
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.558623307246,22.919156928601353
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.56558643767,22.790102292213348
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.57234126248,22.655562521669335
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.57891241901,22.515569998073964
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.58532548576,22.37015841490377
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.591607012924,22.21936276989707
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.59778455605,22.06321935663146
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.60388671252,21.90176575578816
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.60994316189,21.735040826107408
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.6159847099,21.563084695035037
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.62204333693,21.385938749066348
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.62815225159,21.203645623783014
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.63434594944,21.016249193593435
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.64066027801,20.823794561171592
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.647132508646,20.626328046602726
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.65380141588,20.423897176234597
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.66070736532,20.21655067123854
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.66789241109,20.004338435883522
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.6754004039,19.787311545525345
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.68327711106,19.565522234313416
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.69157034976,19.339023882619163
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.70033013563,19.10787100418867
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.70960884805,18.8721192330215
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.7194614145,18.631825309981856
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.72994551656,18.38704706914108
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.74112182027,18.1378434238587
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.75305423384,17.88427435260296
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.76581019702,17.626400884515185
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.77946100576,17.36428508472128
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.79408217769,17.097990039393785
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.80975386395,16.827579840568387
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.82656131416,16.553119570718106
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.8445954025,16.27467528708923
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.863953224114,15.992314005802726
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.8847387727,15.706103685724553
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.907063712286,15.41611321210953
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.93104825826,15.12241238002179
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.95682218595,14.825071877536583
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41873.98452598816,14.524163268727008
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.014312207895,14.21975897643988
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.04634697725,13.911932264865095
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.080811800304,13.600757221902215
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.11790562581,13.286308741329
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.15784726573,12.968662504775958
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.20087822823,12.647894963511268
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.24726604956,12.3240833200404
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.29730823052,11.997305509524951
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.351336907814,11.66764018102529
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.40972442563,11.335166678571095
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.472890015204,10.999965022064908
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.54130784786,10.662115888022887
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.61551680165,10.321700590157473
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.69613238153,9.978801059806838
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.78386136788,9.633499826215532
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.87951994902,9.285879996671396
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41874.98405634376,8.936025236503196
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.098579265774,8.584019748943907
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.22439406744,8.229948254864903
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.36304909305,7.873895972385003
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.5163957705,7.515948596360277
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.68666743724,7.1561922777589535
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41875.876584086676,6.79471360292655
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41876.089493553474,6.431599572746167
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41876.32956483543,6.066937581699158
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41876.60205748446,5.700815396830922
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41876.91370443574,5.333321136627113
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41877.27326820831,4.964543249805152
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.2,41877.69236955281,4.594570494026517
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41866.17762887853,4.304712912890725
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41866.685046423634,4.682927618911636
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41867.11827071217,5.060015235378329
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41867.493029542646,5.435885004639149
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41867.82092341021,5.81044646215458
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41868.1106952323,6.183609458270284
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41868.36905845475,6.555284179914346
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41868.601252919005,6.925381172213577
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41868.81142748254,7.293811360023544
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.00290927782,7.66048606936718
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.178396951436,8.025317048776998
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.34010179863,8.388216490535374
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.48985248063,8.749097051808205
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.629173836205,9.107871875666692
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.759346969746,9.464454611992004
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.88145560813,9.81875943825813
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41869.99642225419,10.17070108018772
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.10503666455,10.520194832275886
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.20797848934,10.867156578177173
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.30583542419,11.211502810950764
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.399117880355,11.553150653158985
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.48827092832,11.892017876814222
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.57368408924,12.228022923169668
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.65569941399,12.561084922348842
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.734618189934,12.891123712809561
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.81070654033,13.21805986063702
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.884200124834,13.541814678662227
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41870.95530810522,13.862310245400312
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.02421650767,14.17946942380481
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.09109108655,14.493215879832965
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.1560797742,14.803474100817889
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.21931478545,15.110169413643035
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.28091443271,15.413228002714503
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.34098469748,15.712576927727019
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.39962059589,16.00814414121927
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.45690736947,16.29985850591431
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.51292152721,16.587649811840965
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.56773176014,16.871448793231906
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.621399747,17.151187145194687
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.67398086572,17.426797540151345
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.72552482388,17.698213644042827
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.77607621892,17.965370132294318
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.82567503718,18.22820270553763
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.874357099914,18.486648105086754
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.92215446274,18.740644128163023
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41871.969095774446,18.990129642866126
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.015206600074,19.23504460288738
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.06050971245,19.47533006196134
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.105025356155,19.710928188054098
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.14877148668,19.941782277280872
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.19176398808,20.167836767554746
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.234016871014,20.389037251958122
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.275542453724,20.605330491839286
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.31635152761,20.816664429623728
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.356453509,21.02298820134516
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.3958565786,21.224252148886432
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.43456780982,21.420407831931772
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.47259328725,21.611408039625072
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.50993821603,21.79720680193288
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.54660702308,21.97775940070896
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.58260345106,22.153022380455553
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.61793064554,22.322953558784192
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.65259123618,22.487512036566642
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.68658741235,22.646658207779634
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.719920993615,22.800353769036533
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.75259349574,22.948561728806098
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.78460619235,23.09124641631682
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.81596017273,23.22837349014048
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.8466563961,23.359909946459034
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.87669574248,23.485824127006826
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.90607906062,23.606085726690576
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.93480721312,23.720665800883673
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.96288111878,23.82953677239168
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41872.99030179273,23.932672438090297
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.01707038427,24.03004797523148
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.04318821248,24.121639947418615
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.06865680003,24.2074263102459
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.09347790516,24.287386416605074
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.11765355184,24.361501021654846
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.14118605846,24.42975228745162
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.16407806506,24.492123787243916
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.186332559,24.54860050942536
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.20795289955,24.59916886114806
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.22894284108,24.643816671593495
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.24930655527,24.682533194902437
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.269048652044,24.715309112761485
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.28817419982,24.74213653664453
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.3066887445,24.76300900971312
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.324598327934,24.777921508368784
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.34190950528,24.786870443463354
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.35862936187,24.789853661162397
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.37476552931,24.786870443463343
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.39032620106,24.77792150836879
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.405320147234,24.76300900971313
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.4197567293,24.74213653664452
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.43364591407,24.715309112761492
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.44699828742,24.682533194902437
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.45982506778,24.643816671593505
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.47213811936,24.599168861148055
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.483949965266,24.54860050942536
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.495273800516,24.492123787243912
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.5061235051,24.42975228745162
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.516513657145,24.361501021654846
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.52645954621,24.28738641660508
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.53597718694,24.20742631024591
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.54508333306,24.121639947418615
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.55379549183,24.03004797523148
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.56213193921,23.932672438090293
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.57011173559,23.82953677239167
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.577754742604,23.720665800883676
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.58508164072,23.606085726690587
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.592113948194,23.48582412700682
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.598874041374,23.35990994645904
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.6053851763,23.228373490140488
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.61167151239,23.091246416316828
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.617758137865,22.948561728806098
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.6236710975,22.800353769036537
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.629437422795,22.64665820777964
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.63508516511,22.487512036566653
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.640643431725,22.322953558784196
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.646142425605,22.153022380455557
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.65161348898,21.97775940070896
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.65708915135,21.797206801932877
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.662603182325,21.61140803962507
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.668190650045,21.42040783193177
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.6738879855,21.22425214888643
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.67973305387,21.02298820134517
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.685765233306,20.816664429623728
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.692025502256,20.605330491839286
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.69855653634,20.389037251958314
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.70540281576,20.167836767554753
8e-06,0.0008,0.0007,2e-05,1e-05,2e-05,20000,6.4,2e-06,5.3,41873.71261074469,19.941782277280875
