idx,wt_true_um,lt_true_um,wt_pred_um__wtlt_big_pinn,lt_pred_um__wtlt_big_pinn,wt_abs_err_um__wtlt_big_pinn,lt_abs_err_um__wtlt_big_pinn,wt_pct_err__wtlt_big_pinn,lt_pct_err__wtlt_big_pinn,wt_pred_um__wtlt_big_data,lt_pred_um__wtlt_big_data,wt_abs_err_um__wtlt_big_data,lt_abs_err_um__wtlt_big_data,wt_pct_err__wtlt_big_data,lt_pct_err__wtlt_big_data,wt_pred_um__wtlt_small_pinn,lt_pred_um__wtlt_small_pinn,wt_abs_err_um__wtlt_small_pinn,lt_abs_err_um__wtlt_small_pinn,wt_pct_err__wtlt_small_pinn,lt_pct_err__wtlt_small_pinn,wt_pred_um__wtlt_small_data,lt_pred_um__wtlt_small_data,wt_abs_err_um__wtlt_small_data,lt_abs_err_um__wtlt_small_data,wt_pct_err__wtlt_small_data,lt_pct_err__wtlt_small_data
205,16.0,1000.00006,14.903227,953.9303,1.0967731,46.069763,6.854832,4.606976,15.4281645,946.4811,0.5718355,53.518982,3.573972,5.3518977,13.480223,821.23004,2.5197773,178.77002,15.748608,17.877,13.626046,830.0151,2.3739538,169.98499,14.837212,16.998499
206,17.0,350.00003,10.11387,210.11057,6.8861303,139.88947,40.50665,39.968414,16.109564,288.0682,0.8904362,61.931824,5.2378597,17.694805,15.428237,328.12668,1.571763,21.873352,9.245665,6.249529,15.73224,343.1307,1.2677603,6.8693237,7.4574137,1.9626638
207,17.0,400.0,5.0937304,117.987915,11.906269,282.0121,70.03687,70.50302,5.314613,151.11067,11.685387,248.88933,68.737564,62.222332,14.182405,318.8529,2.8175945,81.147095,16.574085,20.286774,14.30022,326.90155,2.6997805,73.09845,15.881062,18.274612
208,17.0,450.0,5.028513,120.06489,11.971487,329.93512,70.42051,73.31892,5.023958,111.85382,11.976042,338.14618,70.4473,75.14359,13.656356,340.7838,3.3436441,109.21619,19.668495,24.270264,13.621564,342.90448,3.378436,107.09552,19.873154,23.799006
209,17.0,500.00003,5.0272484,118.99501,11.972752,381.005,70.42795,76.201,5.0206556,112.225945,11.979344,387.77408,70.466736,77.55481,14.001198,401.37772,2.9988022,98.622314,17.640013,19.72446,13.964791,400.0889,3.0352087,99.91113,17.85417,19.982225
210,17.0,550.0,5.0420666,121.85029,11.957933,428.14972,70.34078,77.8454,5.0323076,115.31498,11.967692,434.68503,70.398186,79.033646,14.253693,464.14624,2.7463074,85.85376,16.154749,15.609774,14.225594,460.25574,2.7744064,89.74426,16.320038,16.317139
211,17.0,600.0,5.631252,196.48656,11.368748,403.51343,66.874985,67.252235,5.739547,194.51917,11.260453,405.48083,66.23796,67.58014,14.407803,523.30145,2.5921974,76.69855,15.2482195,12.783091,14.394719,518.48157,2.6052809,81.51843,15.325181,13.586405
212,17.0,650.0,10.73843,431.4265,6.26157,218.57349,36.832764,33.62669,10.785309,429.4088,6.214691,220.59119,36.557007,33.937107,14.471144,575.14343,2.5288563,74.85657,14.875625,11.516396,14.474043,570.868,2.525957,79.13202,14.858571,12.174157
213,17.0,700.00006,13.597663,574.5219,3.402337,125.47815,20.013748,17.92545,13.544586,566.522,3.4554138,133.47809,20.325964,19.068296,14.45477,618.43756,2.54523,81.5625,14.97194,11.651785,14.470183,615.51416,2.5298166,84.4859,14.881274,12.069413
214,17.0,750.0,15.466121,688.0072,1.5338793,61.992798,9.0228195,8.265706,15.3426695,670.9725,1.6573305,79.02753,9.749002,10.5370035,14.368137,653.5839,2.6318626,96.41608,15.481545,12.855477,14.390431,652.2283,2.6095686,97.77173,15.350403,13.03623
215,17.0,800.0,16.607452,779.3211,0.3925476,20.678894,2.3091035,2.5848618,16.615498,770.638,0.3845024,29.362,2.2617788,3.67025,14.217582,681.6858,2.7824183,118.31421,16.367167,14.789276,14.240714,681.7659,2.759286,118.23407,16.231094,14.77926
216,17.0,849.99994,17.741322,866.4979,0.74132156,16.497986,4.360715,1.9409395,17.610884,865.38916,0.6108837,15.389221,3.5934336,1.8104967,14.006499,703.9667,2.9935007,146.03326,17.608828,17.180386,14.025078,705.2035,2.9749222,144.79645,17.499542,17.034878
217,17.0,900.0,18.148823,930.56323,1.1488228,30.563232,6.757781,3.3959146,18.165335,931.627,1.1653347,31.627014,6.85491,3.5141125,13.736173,721.5108,3.2638273,178.4892,19.198984,19.832132,13.746065,723.5934,3.2539349,176.40662,19.140793,19.600735
218,17.0,950.0,18.40328,990.77344,1.4032803,40.773438,8.25459,4.2919407,18.409622,989.02814,1.4096222,39.028137,8.291895,4.108225,13.40684,735.19086,3.5931597,214.80914,21.136232,22.611488,13.405583,737.8302,3.5944166,212.1698,21.143627,22.333664
219,17.0,1000.00006,18.123941,994.6496,1.1239414,5.350464,6.61142,0.53504634,18.199982,993.385,1.1999817,6.6150513,7.058716,0.6615051,13.018932,745.679,3.9810677,254.32104,23.418045,25.432104,13.006049,748.6285,3.9939508,251.37158,23.493828,25.137156
220,18.0,300.0,13.520962,212.14726,4.4790382,87.85274,24.883547,29.284245,15.741447,233.15154,2.2585526,66.848465,12.547514,22.282822,15.829257,296.83176,2.170743,3.1682434,12.059684,1.0560812,16.11657,307.03064,1.8834305,7.0306396,10.463503,2.3435466
221,18.0,350.00003,5.9460135,129.48914,12.053987,220.5109,66.96659,63.003105,7.9837036,178.00996,10.016296,171.99007,55.64609,49.140015,14.100297,266.41867,3.899703,83.58136,21.665018,23.880386,14.244411,274.42227,3.7555885,75.57776,20.864382,21.593643
222,18.0,400.0,5.0641527,126.14441,12.935847,273.8556,71.86582,68.4639,5.0260215,110.65416,12.973978,289.34583,72.07765,72.33646,13.092037,269.75955,4.907963,130.24045,27.26646,32.560112,13.066985,274.7311,4.933015,125.26889,27.405638,31.317223
223,18.0,450.0,5.0322,121.00979,12.9678,328.9902,72.043335,73.10893,5.0263114,111.493576,12.973688,338.5064,72.07605,75.22365,13.484084,316.03946,4.515916,133.96054,25.08842,29.769009,13.452449,319.48865,4.547551,130.51135,25.264174,29.002523
224,18.0,500.00003,5.026506,119.070435,12.973494,380.9296,72.07496,76.18591,5.0214605,111.92195,12.978539,388.07806,72.103,77.61561,13.848355,371.04263,4.1516447,128.9574,23.064692,25.791477,13.811649,371.41495,4.1883507,128.58508,23.268614,25.717014
225,18.0,550.0,5.0308275,119.43857,12.9691725,430.56143,72.05096,78.2839,5.02377,112.939735,12.976231,437.06027,72.09017,79.4655,14.140054,430.80347,3.8599463,119.19653,21.444147,21.672096,14.106628,428.107,3.8933716,121.893005,21.62984,22.162365
226,18.0,600.0,5.09792,132.8449,12.902081,467.1551,71.67823,77.859184,5.097235,127.31172,12.902765,472.6883,71.68203,78.78139,14.343076,489.98294,3.6569242,110.01706,20.316246,18.336178,14.321367,485.4678,3.6786327,114.532196,20.43685,19.0887
227,18.0,650.0,8.809985,341.42685,9.190015,308.57315,51.05564,47.472794,8.860343,347.9864,9.139657,302.0136,50.775875,46.46363,14.458909,544.1465,3.541091,105.853516,19.672728,16.285156,14.452936,539.37067,3.5470638,110.62933,19.70591,17.019897
228,18.0,700.00006,12.56157,514.33307,5.43843,185.66699,30.2135,26.523853,12.534125,501.2327,5.4658747,198.76736,30.36597,28.395334,14.496351,590.9498,3.5036488,109.05023,19.464714,15.578604,14.505283,587.0542,3.4947166,112.94586,19.415092,16.135122
229,18.0,750.0,14.951452,638.85175,3.0485477,111.148254,16.936377,14.819767,14.9702835,633.56726,3.0297165,116.43274,16.831758,15.524365,14.465048,629.92554,3.5349522,120.07446,19.638624,16.009928,14.484865,627.4486,3.5151348,122.55139,19.528526,16.340185
230,18.0,800.0,16.732866,748.3518,1.2671337,51.648193,7.039632,6.456024,16.5727,731.0782,1.4272995,68.921814,7.9294415,8.615227,14.372646,661.69775,3.6273537,138.30225,20.151966,17.28778,14.397976,660.7217,3.602024,139.27832,20.011244,17.40979
231,18.0,849.99994,17.715998,829.57666,0.2840023,20.423279,1.5777906,2.4027388,17.63477,824.1578,0.36523056,25.842163,2.0290587,3.0402546,14.22414,687.3042,3.7758598,162.69574,20.977,19.140676,14.249536,687.66125,3.7504644,162.33868,20.835915,19.098671
232,18.0,900.0,18.660364,906.95715,0.66036415,6.9571533,3.6686897,0.773017,18.507576,908.9653,0.507576,8.965271,2.8198667,0.99614125,14.022166,707.80707,3.9778337,192.19293,22.099075,21.35477,14.042861,709.2302,3.957139,190.76978,21.984106,21.196642
233,18.0,950.0,19.02199,984.22614,1.0219898,34.226135,5.6777215,3.602751,19.044565,981.4125,1.0445652,31.412476,5.8031397,3.3065763,13.767699,724.12933,4.2323008,225.87067,23.512783,23.77586,13.780045,726.33545,4.2199554,223.66455,23.444197,23.543636
234,18.0,1000.00006,18.867239,995.18976,0.867239,4.8103027,4.817994,0.48103026,18.920637,994.5233,0.92063713,5.4767456,5.1146507,0.54767454,13.460868,737.01337,4.539132,262.9867,25.217402,26.29867,13.462639,739.7423,4.537361,260.25775,25.207561,26.025772
235,19.0,250.00002,14.362391,180.14381,4.6376085,69.8562,24.408466,27.942478,14.527671,196.79184,4.472329,53.208176,23.538574,21.283268,16.028524,269.34775,2.9714756,19.347733,15.639345,7.7390924,16.11524,266.8937,2.88476,16.893692,15.182946,6.7574763
236,19.0,300.0,11.488846,179.04486,7.511154,120.95514,39.53239,40.31838,13.444543,221.17065,5.555457,78.829346,29.23925,26.27645,14.377381,236.36076,4.6226187,63.639236,24.32957,21.213078,14.466684,238.25533,4.5333157,61.744675,23.859556,20.581558
237,19.0,350.00003,5.2064776,137.8855,13.793522,212.11453,72.59749,60.60415,5.020804,109.93486,13.979197,240.06517,73.574715,68.59004,12.67284,223.11072,6.32716,126.88931,33.300842,36.254086,12.641672,226.2886,6.358328,123.711426,33.464886,35.34612
238,19.0,400.0,5.086555,128.92343,13.9134445,271.07657,73.22866,67.76914,5.023237,110.005424,13.976763,289.99457,73.561905,72.49864,12.953971,254.87001,6.046029,145.12999,31.821207,36.282497,12.929605,259.7881,6.0703955,140.21191,31.949448,35.05298
239,19.0,450.0,5.039355,122.37471,13.960646,327.6253,73.47708,72.805626,5.0272512,111.11974,13.972749,338.88025,73.54079,75.30672,13.322001,295.41525,5.6779985,154.58475,29.884205,34.352165,13.293502,299.7684,5.706498,150.2316,30.034199,33.3848
240,19.0,500.00003,5.027447,119.54753,13.972553,380.4525,73.53975,76.0905,5.023378,111.62866,13.976622,388.37137,73.561165,77.67427,13.6921425,344.78317,5.3078575,155.21686,27.936092,31.04337,13.657051,346.66922,5.342949,153.33081,28.120783,30.66616
241,19.0,550.0,5.026995,118.68359,13.973005,431.3164,73.54214,78.421165,5.0215282,112.1166,13.978472,437.8834,73.5709,79.615166,14.011379,400.54858,4.9886208,149.45142,26.2559,27.172985,13.975277,399.28683,5.024723,150.71317,26.44591,27.402395
242,19.0,600.0,5.044699,122.16718,13.955301,477.83282,73.44896,79.6388,5.038373,115.96825,13.961627,484.03174,73.48225,80.67195,14.254394,458.31357,4.7456064,141.68643,24.976877,23.614405,14.225864,454.57266,4.7741356,145.42734,25.12703,24.237888
243,19.0,650.0,6.06814,220.95357,12.93186,429.04645,68.062416,66.00714,6.2184124,220.52025,12.781588,429.47974,67.271515,66.07381,14.415663,513.4977,4.584337,136.50232,24.128092,21.000357,14.400979,508.67688,4.599021,141.32312,24.205374,21.74202
244,19.0,700.00006,11.368784,445.3892,7.631216,254.61087,40.164295,36.37298,11.388239,444.35245,7.611761,255.64761,40.0619,36.521084,14.50033,562.92346,4.49967,137.0766,23.682474,19.58237,14.501287,558.357,4.4987125,141.64307,23.677435,20.234722
245,19.0,750.0,14.278163,585.5461,4.721837,164.45392,24.851774,21.927189,14.264182,578.41003,4.735818,171.58997,24.925358,22.878662,14.517059,605.23663,4.4829407,144.76337,23.594423,19.301783,14.531619,601.7686,4.468381,148.23138,23.517796,19.764185
246,19.0,800.0,16.241343,697.49835,2.7586575,102.50165,14.519251,12.812705,16.132065,690.6581,2.8679352,109.34192,15.094395,13.66774,14.474059,640.45026,4.525941,159.54974,23.820742,19.943718,14.497965,638.4162,4.502035,161.5838,23.694921,20.197975
247,19.0,849.99994,17.845198,800.90704,1.1548023,49.092896,6.077907,5.7756352,17.830013,793.61475,1.1699867,56.385193,6.157825,6.633553,14.377514,669.2889,4.622486,180.71106,24.328875,21.260126,14.405722,668.67883,4.5942783,181.3211,24.180412,21.331896
248,19.0,900.0,18.87884,879.17096,0.12116051,20.82904,0.63768685,2.314338,18.702751,880.2627,0.29724884,19.737305,1.5644675,2.193034,14.231378,692.7054,4.7686224,207.29462,25.098015,23.032736,14.25898,693.33154,4.74102,206.66846,24.952738,22.963161
249,19.0,950.0,19.406103,959.0778,0.40610313,9.07782,2.137385,0.95555997,19.267647,952.0071,0.2676468,2.00708,1.4086673,0.2112716,14.037712,711.6231,4.962288,238.37689,26.117304,25.092304,14.060482,713.23236,4.939518,236.76764,25.997463,24.922909
250,19.0,1000.00006,19.488539,994.5255,0.48853874,5.4745483,2.5712564,0.5474548,19.491665,995.16974,0.4916649,4.8303223,2.58771,0.48303217,13.797254,726.83246,5.2027464,273.1676,27.382874,27.316757,13.811958,729.1666,5.1880417,270.83344,27.305485,27.083344
251,20.000002,200.0,19.405922,197.57831,0.59408,2.421692,2.9703996,1.210846,19.617487,200.53824,0.38251495,0.5382385,1.9125746,0.26911926,13.851242,171.82394,6.14876,28.176056,30.743795,14.088029,13.7128315,162.9916,6.2871704,37.008408,31.43585,18.504204
252,20.000002,250.00002,19.399448,238.3606,0.6005535,11.63942,3.0027673,4.6557674,19.144157,214.71387,0.8558445,35.286148,4.279222,14.114459,12.912528,177.12589,7.087474,72.87413,35.437366,29.14965,12.856417,172.40712,7.143585,77.592896,35.717922,31.037157
253,20.000002,300.0,13.970583,226.2154,6.029419,73.78461,30.14709,24.59487,5.883529,138.63542,14.116472,161.36458,70.58235,53.788193,12.616521,193.15471,7.383481,106.84529,36.9174,35.615097,12.562412,191.87535,7.4375896,108.12465,37.187946,36.04155
254,20.000002,350.00003,5.34273,143.86295,14.657272,206.13708,73.286354,58.8963,5.0241904,110.72513,14.975811,239.2749,74.87905,68.36425,12.620213,214.67928,7.3797894,135.32076,36.898945,38.663067,12.583982,216.90405,7.4160194,133.09598,37.080093,38.027416
255,20.000002,400.0,5.110524,131.23892,14.889478,268.76108,74.44738,67.19027,5.0206304,109.55445,14.979372,290.44556,74.89685,72.61139,12.839651,242.58774,7.160351,157.41226,35.80175,39.353065,12.814368,247.13782,7.1856337,152.86218,35.928165,38.215546
256,20.000002,450.0,5.0521054,124.34871,14.947897,325.6513,74.73948,72.36696,5.0264606,110.67436,14.973541,339.32562,74.8677,75.40569,13.174133,278.22836,6.8258686,171.77164,34.12934,38.171474,13.148049,283.07843,6.8519526,166.92157,34.25976,37.09368
257,20.000002,500.00003,5.0299664,120.30627,14.970036,379.69376,74.850174,75.93875,5.025419,111.29279,14.974583,388.70724,74.8729,77.74145,13.538597,322.28592,6.461405,177.71411,32.30702,35.54282,13.506098,325.41302,6.493904,174.587,32.469517,34.9174
258,20.000002,550.0,5.025977,118.6422,14.974025,431.3578,74.87012,78.42869,5.021664,111.7555,14.978338,438.2445,74.891685,79.68082,13.874487,373.5766,6.125515,176.4234,30.627573,32.07698,13.837939,373.7929,6.1620626,176.20709,30.810312,32.037655
259,20.000002,600.0,5.0316324,119.38421,14.9683695,480.61578,74.84184,80.10263,5.0265527,113.15962,14.97345,486.8404,74.86724,81.14007,14.148757,428.83157,5.851245,171.16843,29.256222,28.52807,14.115585,426.1984,5.8844166,173.8016,29.422081,28.966934
260,20.000002,650.0,5.147574,139.56674,14.852428,510.43326,74.26214,78.5282,5.167984,135.7871,14.832018,514.2129,74.16008,79.10967,14.34879,483.81116,5.6512117,166.18884,28.256056,25.567514,14.326456,479.38,5.673546,170.62,28.367725,26.24923
261,20.000002,700.00006,9.67916,363.2414,10.320842,336.75867,51.604206,48.10838,9.735206,373.1391,10.264796,326.86096,51.323975,46.69442,14.475099,534.88,5.5249033,165.12006,27.624516,23.588577,14.467676,530.0042,5.5323257,169.99585,27.661627,24.28512
262,20.000002,750.0,13.311,535.43713,6.689002,214.56287,33.445007,28.608381,13.300966,520.7998,6.6990356,229.2002,33.495174,30.560026,14.534304,579.90717,5.4656982,170.09283,27.328487,22.679045,14.541888,575.6639,5.4581137,174.33612,27.290565,23.244816
263,20.000002,800.0,15.801768,652.42505,4.1982336,147.57495,20.991165,18.446869,15.753232,652.5932,4.24677,147.4068,21.233849,18.42585,14.534362,618.2306,5.46564,181.76941,27.3282,22.721176,14.554149,615.21643,5.445853,184.78357,27.229265,23.097946
264,20.000002,849.99994,17.618208,762.48663,2.381794,87.513306,11.908969,10.295684,17.42056,749.8221,2.579441,100.17786,12.897203,11.785631,14.482154,650.1514,5.517848,199.84851,27.589237,23.511591,14.509859,648.55164,5.490143,201.4483,27.45071,23.699802
265,20.000002,900.0,18.911587,845.62384,1.0884151,54.37616,5.4420753,6.0417953,18.929144,850.0016,1.070858,49.998413,5.3542895,5.5553794,14.382694,676.421,5.6173077,223.57898,28.086536,24.84211,14.413628,676.1634,5.5863743,223.83661,27.93187,24.870733
266,20.000002,950.0,19.575861,933.922,0.42414093,16.078003,2.1207044,1.6924213,19.4513,927.4606,0.54870224,22.539429,2.743511,2.3725715,14.239126,697.9022,5.7608757,252.09778,28.804377,26.536608,14.268872,698.78973,5.7311296,251.21027,28.655645,26.443186
267,20.000002,1000.00006,19.718124,990.5379,0.28187752,9.462158,1.4093875,0.94621575,19.709965,990.17053,0.29003716,9.829529,1.4501857,0.98295283,14.053069,715.39874,5.946933,284.60132,29.734663,28.46013,14.077865,717.193,5.9221373,282.80707,29.610685,28.280704
