model,MAPE_wt_%,MAPE_lt_%,RMSPE_wt_%,RMSPE_lt_%
wtlt_small_data,26.73076629638672,25.108936309814453,39.33576583862305,36.694358825683594
wtlt_small_pinn,26.90252685546875,25.264083862304688,39.52659606933594,36.929080963134766
wtlt_big_data,2.312558650970459,2.4130523204803467,6.15950870513916,7.244908809661865
wtlt_big_pinn,2.7528858184814453,2.4797239303588867,7.411365032196045,7.785614967346191
