idx,wt_true_um,lt_true_um,wt_pred_um__wtlt_big_泛化_test_2,lt_pred_um__wtlt_big_泛化_test_2,wt_abs_err_um__wtlt_big_泛化_test_2,lt_abs_err_um__wtlt_big_泛化_test_2,wt_pct_err__wtlt_big_泛化_test_2,lt_pct_err__wtlt_big_泛化_test_2,wt_pred_um__wtlt_big_泛化_test_data,lt_pred_um__wtlt_big_泛化_test_data,wt_abs_err_um__wtlt_big_泛化_test_data,lt_abs_err_um__wtlt_big_泛化_test_data,wt_pct_err__wtlt_big_泛化_test_data,lt_pct_err__wtlt_big_泛化_test_data
0,3.0,120.00001,0.737749,59.433014,2.262251,60.566994,75.40836,50.472492,1.0000536,48.72418,1.9999464,71.27583,66.66488,59.396523
1,3.0,136.61017,0.7066689,59.90115,2.2933311,76.709015,76.44437,56.15176,0.98594195,49.818623,2.014058,86.79155,67.13527,63.532276
2,3.0,153.22034,0.6888804,61.002403,2.3111196,92.21793,77.037315,60.18648,0.94991666,49.42445,2.0500834,103.79588,68.33611,67.74289
3,3.0,169.8305,0.6823417,64.24871,2.3176584,105.581795,77.25528,62.16892,0.898552,48.624413,2.101448,121.20609,70.04826,71.36886
4,3.0,186.44069,0.7038708,69.2235,2.2961292,117.217186,76.537636,62.871033,0.8699695,52.10531,2.1300306,134.33539,71.00102,72.05261
5,3.0,203.05087,1.1377923,110.165146,1.8622077,92.88573,62.07359,45.745052,1.3216985,73.449455,1.6783015,129.60141,55.943382,63.82706
6,3.0,219.66103,4.7212973,326.8155,1.7212973,107.154465,57.376575,48.78174,5.3639903,295.4253,2.3639903,75.76427,78.799675,34.491447
7,3.0,236.27116,8.497631,543.7943,5.497631,307.52313,183.25438,130.15686,9.205856,528.6223,6.2058563,292.35114,206.86188,123.73543
8,3.0,252.88133,10.906222,696.5757,7.9062223,443.69434,263.54074,175.45555,11.356034,674.34155,8.356034,421.4602,278.5345,166.66322
9,3.0,269.49158,11.897163,779.4042,8.897163,509.9126,296.5721,189.21281,12.634863,772.9488,9.634863,503.4572,321.1621,186.81741
10,3.0,286.10168,12.827471,865.00134,9.827471,578.89966,327.58237,202.34053,13.354108,843.11707,10.354108,557.0154,345.13693,194.6914
11,3.0,302.71188,13.386662,928.7556,10.386662,626.0437,346.22205,206.81174,13.682958,894.18634,10.682958,591.4745,356.09857,195.39189
12,3.0,319.32202,13.409962,959.7735,10.409962,640.4515,346.99872,200.56602,13.699119,928.4899,10.699119,609.1679,356.6373,190.76915
13,3.0,335.9322,13.230232,977.8688,10.230232,641.9366,341.00772,191.09113,13.517289,952.646,10.517289,616.7138,350.5763,183.58282
14,3.0,352.54242,12.919625,985.59564,9.919625,633.0532,330.65417,179.56796,13.12594,965.19275,10.12594,612.6503,337.53134,173.7806
15,3.0,369.1526,12.452304,979.98755,9.452304,610.83496,315.0768,165.4695,12.5983305,965.5711,9.5983305,596.4185,319.94437,161.56422
16,3.0,385.7628,11.871379,963.461,8.871379,577.69824,295.71265,149.75479,12.040231,955.97565,9.040231,570.2129,301.34103,147.81438
17,3.0,402.37292,11.227159,941.55676,8.227159,539.18384,274.23862,134.00102,11.399424,934.054,8.399424,531.6811,279.98077,132.1364
18,3.0,418.983,10.45737,912.90674,7.45737,493.92374,248.579,117.88634,10.613612,897.77423,7.613612,478.79123,253.78706,114.27462
19,3.0,435.5932,9.531897,871.9869,6.5318966,436.39368,217.72987,100.18376,9.705569,849.6568,6.7055693,414.0636,223.51897,95.0574
20,3.0,452.20334,8.537755,816.5259,5.537755,364.32254,184.59183,80.56609,8.69491,788.4126,5.69491,336.20926,189.83034,74.34914
21,3.0,468.81354,7.4040227,737.8258,4.4040227,269.01227,146.80075,57.381504,7.515966,702.2362,4.515966,233.42267,150.5322,49.79009
22,3.0,485.42383,6.023213,631.04474,3.023213,145.62091,100.773766,29.998714,6.1401997,588.1731,3.1401997,102.74927,104.673325,21.16692
23,3.0,502.03384,4.3639655,493.35693,1.3639655,8.67691,45.465515,1.7283516,4.653934,454.17456,1.653934,47.859283,55.13113,9.533079
24,3.0,518.64404,2.8154333,351.07172,0.18456674,167.57233,6.1522245,32.3097,3.2834556,322.53088,0.2834556,196.11316,9.44852,37.81267
25,3.0,535.25433,1.8071299,242.19293,1.1928701,293.0614,39.76234,54.7518,2.2512436,220.71422,0.7487564,314.5401,24.958546,58.764606
26,3.0,551.8645,1.3166543,175.58374,1.6833457,376.28076,56.11152,68.18354,1.5983313,156.91415,1.4016687,394.95035,46.72229,71.56654
27,3.0,568.47455,1.1150868,138.44562,1.8849132,430.02893,62.83044,75.64612,1.2316915,122.08203,1.7683085,446.39252,58.94362,78.52463
28,3.0,585.08466,1.0566328,120.269646,1.9433672,464.815,64.77891,79.44405,1.0452987,104.79051,1.9547013,480.29413,65.15671,82.08968
29,3.0,601.695,1.0479746,110.27074,1.9520254,491.42426,65.06751,81.67331,0.9625065,96.8248,2.0374935,504.8702,67.91645,83.90799
30,3.0,618.30505,1.0588088,105.083435,1.9411912,513.2216,64.706375,83.0046,0.93471336,93.4352,2.0652866,524.8699,68.84289,84.8885
31,3.0,634.91534,1.0897456,104.52063,1.9102544,530.3947,63.675148,83.537865,0.9329586,92.32833,2.0670414,542.58704,68.901375,85.45817
32,3.0,651.5253,1.1201222,105.11846,1.8798778,546.40686,62.662594,83.86579,0.94294405,92.39787,2.057056,559.12744,68.568535,85.81822
33,3.0,668.13574,1.1448094,106.06185,1.8551906,562.0739,61.839687,84.1257,0.95927536,93.013565,2.0407248,575.1222,68.024155,86.07864
34,3.0,684.74567,1.1677749,107.36577,1.8322251,577.3799,61.07417,84.32034,0.9799748,93.81449,2.0200253,590.93115,67.334175,86.29936
35,3.0,701.3561,1.1917422,108.799736,1.8082578,592.55634,60.27526,84.48723,1.0039889,94.60851,1.9960111,606.74756,66.5337,86.51063
36,3.0,717.966,1.2172781,110.23693,1.7827219,607.72906,59.42406,84.645935,1.0305341,95.2994,1.9694659,622.6666,65.64886,86.72647
37,3.0,734.5762,1.2441354,111.64492,1.7558646,622.9313,58.528824,84.80145,1.0588964,95.84609,1.9411036,638.7301,64.70345,86.952194
38,3.0,751.1866,1.271579,112.98498,1.728421,638.2016,57.614033,84.95913,1.0882877,96.243385,1.9117123,654.9432,63.723743,87.18781
39,3.0,767.79645,1.2985358,114.195915,1.7014642,653.6005,56.71547,85.1268,1.1178197,96.50781,1.8821803,671.28864,62.73934,87.43055
40,3.0,784.407,1.3239906,115.22016,1.6760094,669.1868,55.86698,85.31117,1.1466525,96.66795,1.8533475,687.739,61.77825,87.6763
41,3.0,801.0169,1.3473538,116.03241,1.6526462,684.9845,55.088203,85.51436,1.174227,96.75197,1.825773,704.26495,60.8591,87.92136
42,3.0,817.62726,1.3685147,116.64423,1.6314853,700.98303,54.382843,85.73381,1.2003806,96.78164,1.7996194,720.84564,59.987312,88.16312
43,3.0,834.2371,1.3876666,117.09088,1.6123334,717.14624,53.744446,85.96432,1.2252406,96.768814,1.7747594,737.4683,59.158646,88.40032
44,3.0,850.84753,1.4051095,117.41628,1.5948905,733.4313,53.163017,86.20008,1.2489338,96.71682,1.7510662,754.13074,58.368874,88.63289
45,3.0,867.45776,1.421128,117.660706,1.578872,749.79706,52.629066,86.43615,1.2713336,96.62394,1.7286664,770.8338,57.62221,88.86125
46,3.0,884.068,1.4359359,117.85487,1.5640641,766.21313,52.135475,86.66903,1.292067,96.489494,1.707933,787.5785,56.931095,89.08574
47,3.0,900.678,1.44965,118.01667,1.55035,782.6613,51.67833,86.89691,1.3107624,96.31634,1.6892376,804.36163,56.30792,89.306244
48,3.0,917.28815,1.4622947,118.151184,1.5377053,799.13696,51.25684,87.119514,1.3272579,96.11025,1.6727421,821.1779,55.75807,89.52235
49,3.0,933.89813,1.4738199,118.25349,1.5261801,815.64465,50.872673,87.33765,1.341633,95.87791,1.658367,838.0202,55.278904,89.733574
50,3.0,950.5084,1.4841496,118.31304,1.5158504,832.1954,50.528347,87.55266,1.3541166,95.626465,1.6458834,854.88196,54.862778,89.93944
51,3.0,967.11847,1.4932243,118.3188,1.5067757,848.7997,50.22586,87.76585,1.3649889,95.36186,1.6350111,871.7566,54.50037,90.13959
52,3.0,983.7288,1.501048,118.26262,1.498952,865.4662,49.96507,87.97813,1.3745185,95.08923,1.6254815,888.6396,54.182713,90.33379
53,3.0,1000.3392,1.5077018,118.14099,1.4922982,882.1982,49.743275,88.1899,1.3829416,94.81345,1.6170584,905.5257,53.901947,90.521866
54,3.0,1016.9492,1.5133386,117.95563,1.4866614,898.9936,49.55538,88.40103,1.3904531,94.53821,1.6095469,922.411,53.651566,90.70374
55,3.0,1033.5594,1.5181538,117.71205,1.4818462,915.8474,49.394875,88.61101,1.3972154,94.26668,1.6027846,939.2928,53.42615,90.87942
56,3.0,1050.1697,1.5223458,117.417015,1.4776542,932.7527,49.255142,88.81924,1.4033617,94.00181,1.5966383,956.16785,53.22128,91.04889
57,3.0,1066.7797,1.5260746,117.078156,1.4739254,949.70154,49.130844,89.025085,1.4090036,93.745766,1.5909964,973.0339,53.033215,91.21226
58,3.0,1083.3899,1.529426,116.70154,1.470574,966.68835,49.019135,89.22811,1.4142368,93.50009,1.5857632,989.8898,52.858776,91.36967
59,3.0,1100.0001,1.532384,116.29169,1.467616,983.70844,48.920532,89.42803,1.4191451,93.26618,1.5808549,1006.73395,52.69516,91.521255
60,3.3061223,120.00001,0.7642465,59.300217,2.5418758,60.69979,76.8839,50.583153,1.0098482,48.07713,2.2962742,71.92288,69.455215,59.93573
61,3.3061223,136.61017,0.7288985,59.511566,2.5772238,77.0986,77.95307,56.436943,0.9966435,48.982346,2.3094788,87.62782,69.85461,64.14444
62,3.3061223,153.22034,0.70305866,60.015453,2.6030636,93.20488,78.73464,60.830616,0.98298997,49.938923,2.3231323,103.28142,70.26758,67.40712
63,3.3061223,169.8305,0.68807733,61.105724,2.6180449,108.72478,79.18778,64.01958,0.94663996,49.316227,2.3594823,120.51428,71.36706,70.9615
64,3.3061223,186.44069,0.6821226,64.097244,2.6239996,122.343445,79.3679,65.620575,0.899809,48.596966,2.4063134,137.84372,72.78356,73.93435
65,3.3061223,203.05087,0.69813573,68.32024,2.6079865,134.73064,78.883545,66.35314,0.86909837,51.421364,2.4370239,151.62952,73.712456,74.67563
66,3.3061223,219.66103,0.9172607,92.1709,2.3888617,127.49013,72.25569,58.039486,1.0841668,62.705772,2.2219555,156.95526,67.2073,71.45339
67,3.3061223,236.27116,3.3484688,247.46722,0.042346478,11.19606,1.2808503,4.7386484,3.8818955,210.72269,0.57577324,25.548477,17.415363,10.813201
68,3.3061223,252.88133,7.364317,477.43542,4.0581946,224.5541,122.74786,88.79821,8.072724,456.6347,4.766602,203.75337,144.175,80.57272
69,3.3061223,269.49158,9.983008,633.00305,6.676886,363.51147,201.9552,134.88788,10.51441,614.1528,7.2082877,344.6612,218.02847,127.89313
70,3.3061223,286.10168,11.514747,741.618,8.208624,455.5163,248.28555,159.21483,12.080538,726.26917,8.774416,440.16748,265.39902,153.85002
71,3.3061223,302.71188,12.277507,811.11786,8.971384,508.40598,271.3567,167.95045,13.003793,802.87195,9.69767,500.16006,293.3246,165.22644
72,3.3061223,319.32202,13.140141,891.09784,9.834019,571.7758,297.44873,179.05931,13.565853,862.83905,10.259731,543.517,310.32523,170.20969
73,3.3061223,335.9322,13.520886,940.8127,10.214764,604.8805,308.9651,180.06029,13.797273,905.6577,10.49115,569.7255,317.32492,169.5954
74,3.3061223,352.54242,13.499634,966.3855,10.193512,613.8431,308.3223,174.11893,13.787024,935.46564,10.480902,582.9232,317.01492,165.34839
75,3.3061223,369.1526,13.33019,982.62897,10.024067,613.4764,303.19708,166.18504,13.620981,957.4026,10.314859,588.25,311.99268,159.35144
76,3.3061223,385.7628,13.06322,991.15125,9.757097,605.3884,295.1221,156.93282,13.286838,970.3834,9.980715,584.6206,301.88583,151.54924
77,3.3061223,402.37292,12.6761675,989.47345,9.370045,587.1005,283.41495,145.90955,12.826204,973.4788,9.520082,571.1059,287.95312,141.93448
78,3.3061223,418.983,12.185866,978.06,8.879744,559.077,268.58484,133.43668,12.3370495,968.599,9.030928,549.61597,273.15768,131.17859
79,3.3061223,435.5932,11.645069,961.3555,8.338947,525.7623,252.22743,120.70031,11.811422,955.1568,8.5053005,519.5636,257.2591,119.27725
80,3.3061223,452.20334,11.036413,940.80597,7.730291,488.60263,233.81746,108.049324,11.188148,930.88153,7.8820252,478.6782,238.40695,105.85463
81,3.3061223,468.81354,10.3016615,913.1801,6.995539,444.36658,211.59349,94.785355,10.455705,896.25665,7.1495824,427.4431,216.2528,91.17551
82,3.3061223,485.42383,9.468219,875.4331,6.1620965,390.00928,186.3844,80.34408,9.64655,853.5299,6.340428,368.10608,191.77838,75.831894
83,3.3061223,502.03384,8.600038,826.07086,5.2939153,324.03702,160.1246,64.54485,8.755138,799.03284,5.449016,296.999,164.81593,59.15916
84,3.3061223,518.64404,7.6254516,758.6375,4.3193293,239.99347,130.64638,46.27325,7.737045,725.149,4.4309225,206.50494,134.02173,39.816315
85,3.3061223,535.25433,6.492364,673.0084,3.1862416,137.75409,96.37398,25.736193,6.5852304,632.32245,3.279108,97.068115,99.18291,18.134953
86,3.3061223,551.8645,5.1441607,565.3997,1.8380384,13.535217,55.594994,2.452634,5.338075,523.6883,2.0319529,28.176208,61.460304,5.105639
87,3.3061223,568.47455,3.7421362,444.79068,0.43601394,123.68387,13.188076,21.75715,4.0994515,407.57086,0.79332924,160.90369,23.995762,28.304466
88,3.3061223,585.08466,2.5618558,330.41965,0.7442665,254.66501,22.511765,43.52618,3.0159402,300.78928,0.2901821,284.29538,8.777114,48.59047
89,3.3061223,601.695,1.784253,242.82408,1.5218693,358.8709,46.03185,59.64333,2.1935124,218.4701,1.1126099,383.2249,33.653015,63.690887
90,3.3061223,618.30505,1.3636523,185.54237,1.94247,432.7627,58.753723,69.991776,1.6394113,163.66681,1.666711,454.63824,50.412865,73.52976
91,3.3061223,634.91534,1.1620846,150.44736,2.1440377,484.468,64.850525,76.304344,1.2971904,130.7378,2.0089319,504.17755,60.763992,79.40863
92,3.3061223,651.5253,1.0802207,130.35378,2.2259016,521.1716,67.32666,79.99252,1.1007775,112.41941,2.2053447,539.1059,66.70487,82.74519
93,3.3061223,668.13574,1.050524,118.28281,2.2555983,549.8529,68.22489,82.296585,0.99715984,102.83289,2.3089623,565.30286,69.83899,84.608986
94,3.3061223,684.74567,1.0360411,109.8038,2.270081,574.9419,68.66295,83.9643,0.94927716,97.98674,2.3568451,586.7589,71.28729,85.69005
95,3.3061223,701.3561,1.037995,105.63884,2.2681274,595.7172,68.60386,84.93791,0.9326424,95.588806,2.3734798,605.7673,71.79044,86.370865
96,3.3061223,717.966,1.0522271,104.70635,2.2538953,613.25964,68.17338,85.41625,0.9321143,94.52311,2.374008,623.4429,71.80642,86.834595
97,3.3061223,734.5762,1.0672376,104.9138,2.2388847,629.66235,67.71935,85.71777,0.93969744,94.23765,2.3664248,640.3385,71.57705,87.17115
98,3.3061223,751.1866,1.0804194,105.62015,2.2257028,645.5664,67.32065,85.93956,0.9518799,94.39902,2.3542423,656.7876,71.208565,87.43335
99,3.3061223,767.79645,1.0933207,106.606926,2.2128015,661.1895,66.93042,86.11521,0.96719885,94.78828,2.3389235,673.0082,70.74522,87.65451
100,3.3061223,784.407,1.107612,107.71344,2.1985102,676.69354,66.498146,86.268166,0.9849206,95.26596,2.3212018,689.141,70.20919,87.85503
101,3.3061223,801.0169,1.1242725,108.884125,2.18185,692.1328,65.99423,86.40677,1.0045482,95.74719,2.3015742,705.2697,69.61552,88.0468
102,3.3061223,817.62726,1.1437705,110.12728,2.1623518,707.5,65.40447,86.53087,1.0256534,96.18365,2.280469,721.4436,68.97715,88.23625
103,3.3061223,834.2371,1.1660706,111.44668,2.1400518,722.79047,64.729965,86.64089,1.0477962,96.551125,2.258326,737.686,68.307396,88.426414
104,3.3061223,850.84753,1.1905181,112.809105,2.1156042,738.03845,63.990498,86.74156,1.0704875,96.84368,2.2356348,754.00385,67.621056,88.61797
105,3.3061223,867.45776,1.21593,114.143486,2.0901923,753.3143,63.22187,86.841606,1.0932117,97.06685,2.2129107,770.3909,66.93372,88.810196
106,3.3061223,884.068,1.2409902,115.36921,2.0651321,768.6988,62.463875,86.95019,1.1155142,97.23264,2.190608,786.8353,66.25913,89.00167
107,3.3061223,900.678,1.2647004,116.42668,2.041422,784.2513,61.746716,87.07344,1.1371005,97.35507,2.1690218,803.3229,65.60622,89.1909
108,3.3061223,917.28815,1.2865725,117.29071,2.0195498,799.99744,61.08515,87.21332,1.1578771,97.444756,2.1482453,819.8434,64.9778,89.37687
109,3.3061223,933.89813,1.3065426,117.9644,1.9995797,815.9337,60.481113,87.3686,1.1778854,97.507225,2.1282368,836.3909,64.3726,89.55912
110,3.3061223,950.5084,1.3247964,118.46886,1.9813259,832.03955,59.928997,87.53626,1.1971407,97.541824,2.1089816,852.9666,63.79019,89.73793
111,3.3061223,967.11847,1.3416172,118.83389,1.9645051,848.28455,59.420216,87.71258,1.2154874,97.54448,2.0906348,869.574,63.235252,89.9139
112,3.3061223,983.7288,1.3573031,119.092224,1.9488192,864.6366,58.94577,87.8938,1.2326032,97.51197,2.0735192,886.21686,62.717556,90.08752
113,3.3061223,1000.3392,1.3721131,119.27408,1.9340092,881.06506,58.49781,88.07663,1.2481546,97.44453,2.0579677,902.89465,62.247173,90.25886
114,3.3061223,1016.9492,1.38624,119.405075,1.9198823,897.5441,58.07052,88.2585,1.2619579,97.345276,2.0441644,919.60394,61.82967,90.42771
115,3.3061223,1033.5594,1.3997926,119.50276,1.9063298,914.0567,57.66059,88.437744,1.2740247,97.21952,2.0320976,936.3399,61.464684,90.59371
116,3.3061223,1050.1697,1.4127977,119.57567,1.8933246,930.594,57.26723,88.61368,1.28451,97.0718,2.0216122,953.0979,61.14753,90.75657
117,3.3061223,1066.7797,1.4252135,119.62466,1.8809088,947.155,56.891693,88.78638,1.2936356,96.906876,2.0124867,969.8728,60.871513,90.91594
118,3.3061223,1083.3899,1.4369557,119.645706,1.8691666,963.7442,56.536526,88.95636,1.3016311,96.72807,2.0044913,986.6618,60.629677,91.07172
119,3.3061223,1100.0001,1.447928,119.63258,1.8581944,980.36755,56.204647,89.12431,1.3087054,96.53874,1.9974169,1003.46136,60.415695,91.223755
120,3.6122448,120.00001,0.7864486,59.307457,2.8257961,60.69255,78.22826,50.57712,1.0199449,47.56447,2.5923,72.43554,71.76424,60.362946
121,3.6122448,136.61017,0.7527649,59.338856,2.85948,77.27132,79.16074,56.56337,1.0055441,48.340485,2.606701,88.269684,72.16291,64.61428
122,3.6122448,153.22034,0.7220417,59.591274,2.890203,93.62906,80.01128,61.107464,0.9938115,49.20942,2.6184335,104.01092,72.48771,67.88323
123,3.6122448,169.8305,0.70023894,60.1245,2.912006,109.70601,80.61485,64.59735,0.9798096,50.000217,2.6324353,119.83029,72.87533,70.558754
124,3.6122448,186.44069,0.68738306,61.200874,2.924862,125.239815,80.97075,67.17408,0.94373655,49.220074,2.6685083,137.22061,73.87396,73.60014
125,3.6122448,203.05087,0.68197364,63.98453,2.9302711,139.06635,81.12051,68.48843,0.9006891,48.57789,2.7115557,154.47299,75.06567,76.076004
126,3.6122448,219.66103,0.69468534,67.72788,2.9175596,151.93314,80.7686,69.16709,0.8697728,50.921898,2.7424722,168.73914,75.92155,76.81796
127,3.6122448,236.27116,0.8197022,82.787605,2.7925427,153.48355,77.307686,64.96077,0.97876287,58.34103,2.633482,177.93013,72.904305,75.307594
128,3.6122448,252.88133,2.3722775,189.55685,1.2399673,63.32448,34.32678,25.041183,2.7393422,147.31564,0.87290263,105.56569,24.165102,41.74515
129,3.6122448,269.49158,6.2225385,411.46497,2.6102936,141.97339,72.26237,52.681942,6.897349,384.76212,3.285104,115.27054,90.94356,42.773335
130,3.6122448,286.10168,9.023486,573.12115,5.4112415,287.01947,149.80273,100.32079,9.682369,557.6632,6.0701246,271.56152,168.043,94.91783
131,3.6122448,302.71188,11.008451,700.17053,7.396207,397.45865,204.75375,131.29932,11.438079,677.2117,7.8258343,374.4998,216.64738,123.71492
132,3.6122448,319.32202,11.890437,772.1479,8.2781925,452.82587,229.1703,141.80853,12.594276,764.38165,8.982032,445.05963,248.65512,139.37642
133,3.6122448,335.9322,12.675291,843.3286,9.063046,507.39642,250.8979,151.04132,13.310256,828.472,9.698011,492.5398,268.47604,146.61882
134,3.6122448,352.54242,13.399354,912.6264,9.787109,560.084,270.94257,158.86996,13.750113,879.99634,10.137868,527.4539,280.65286,149.6143
135,3.6122448,369.1526,13.643977,951.4521,10.031733,582.2995,277.71463,157.73952,13.908905,916.32196,10.29666,547.1694,285.0488,148.22308
136,3.6122448,385.7628,13.59175,972.88855,9.979506,587.12573,276.2688,152.19865,13.879042,942.5082,10.266797,556.74536,284.22208,144.32324
137,3.6122448,402.37292,13.429786,987.5286,9.817541,585.1557,271.78503,145.42621,13.72453,962.50775,10.112286,560.1348,279.94464,139.20789
138,3.6122448,418.983,13.194397,996.37274,9.582152,577.3898,265.26865,137.80743,13.4337635,975.51086,9.821519,556.52783,271.89517,132.82826
139,3.6122448,435.5932,12.867066,997.4047,9.254822,561.8115,256.20694,128.9762,13.028358,980.45306,9.416114,544.85986,260.6721,125.084564
140,3.6122448,452.20334,12.449757,990.09924,8.837512,537.8959,244.6543,118.95,12.589092,978.6539,8.976848,526.45056,248.5116,116.41899
141,3.6122448,468.81354,11.982946,977.34436,8.370702,508.53082,231.7313,108.47187,12.136805,970.5333,8.52456,501.7198,235.99065,107.01904
142,3.6122448,485.42383,11.47769,961.6421,7.865445,476.21826,217.74397,98.1036,11.625717,954.3983,8.013473,468.9745,221.8419,96.61134
143,3.6122448,502.03384,10.890051,941.91425,7.2778063,439.8804,201.476,87.61967,11.026321,929.5274,7.414077,427.49356,205.24844,85.15234
144,3.6122448,518.64404,10.193662,915.2207,6.581417,396.57666,182.19743,76.46413,10.351214,897.3694,6.73897,378.72534,186.55905,73.02221
145,3.6122448,535.25433,9.443775,880.42444,5.8315306,345.1701,161.43785,64.487114,9.623103,858.84094,6.0108585,323.5866,166.4023,60.45474
146,3.6122448,551.8645,8.668244,835.3987,5.0559998,283.53418,139.96835,51.3775,8.822392,809.2515,5.210148,257.38702,144.23573,46.63953
147,3.6122448,568.47455,7.809549,776.1598,4.197304,207.68524,116.19655,36.53378,7.9238176,744.4681,4.311573,175.99353,119.35993,30.958912
148,3.6122448,585.08466,6.845815,704.7427,3.2335703,119.65802,89.51692,20.451403,6.9303446,666.3187,3.3180997,81.23407,91.856995,13.884157
149,3.6122448,601.695,5.723475,617.8665,2.1112301,16.171509,58.446484,2.6876588,5.8625903,576.2566,2.2503455,25.438416,62.297703,4.2277923
150,3.6122448,618.30505,4.510497,518.27716,0.89825225,100.02789,24.86687,16.177757,4.7711797,477.03082,1.1589348,141.27423,32.083508,22.848629
151,3.6122448,634.91534,3.3615072,414.62173,0.25073767,220.29361,6.941325,34.696533,3.7383904,377.009,0.1261456,257.90634,3.4921665,40.620586
152,3.6122448,651.5253,2.4227688,319.3639,1.189476,332.16144,32.928997,50.982124,2.8539147,288.2484,0.7583301,363.27692,20.993319,55.75791
153,3.6122448,668.13574,1.7876718,246.08963,1.824573,422.0461,50.51078,63.16772,2.1707308,219.16249,1.441514,448.97327,39.90632,67.197914
154,3.6122448,684.74567,1.4152303,195.75392,2.1970146,488.99176,60.82131,71.41218,1.686359,170.79716,1.9258858,513.9485,53.315483,75.05685
155,3.6122448,701.3561,1.2150853,162.67004,2.3971596,538.68604,66.362045,76.80635,1.3647757,139.48543,2.2474692,561.87067,62.218075,80.11204
156,3.6122448,717.966,1.1164782,141.58908,2.4957666,576.37695,69.09184,80.279144,1.1628548,120.43285,2.44939,597.53314,67.807976,83.22583
157,3.6122448,734.5762,1.069674,127.89183,2.5425708,606.6843,70.38756,82.58971,1.0431564,109.41839,2.5690885,625.1578,71.12166,85.10455
158,3.6122448,751.1866,1.0426846,117.923065,2.5695603,633.26355,71.13472,84.301765,0.9772517,103.24399,2.634993,647.9426,72.94614,86.25588
159,3.6122448,767.79645,1.0253234,110.77408,2.5869215,657.02234,71.61534,85.572464,0.9450238,99.77234,2.667221,668.0241,73.838326,87.00536
160,3.6122448,784.407,1.0215446,107.25514,2.5907001,677.15186,71.71995,86.3266,0.93278015,97.78291,2.6794648,686.6241,74.17728,87.534164
161,3.6122448,801.0169,1.0263582,106.19859,2.5858865,694.8183,71.586685,86.74203,0.9317546,96.66956,2.6804903,704.34735,74.20566,87.93165
162,3.6122448,817.62726,1.0330253,106.20219,2.5792196,711.42505,71.40213,87.010925,0.9369375,96.123634,2.6753073,721.5036,74.06218,88.24358
163,3.6122448,834.2371,1.0395609,106.65716,2.5726838,727.57996,71.22119,87.215004,0.9458027,95.95213,2.6664422,738.285,73.81676,88.498215
164,3.6122448,850.84753,1.0462745,107.300514,2.5659704,743.547,71.03534,87.38898,0.95715266,96.01713,2.6550922,754.8304,73.502556,88.71512
165,3.6122448,867.45776,1.0538664,108.00263,2.5583785,759.45514,70.825165,87.54952,0.97037965,96.21906,2.6418653,771.2387,73.13638,88.90793
166,3.6122448,884.068,1.0629028,108.71894,2.5493422,775.34906,70.57501,87.70242,0.98510367,96.48752,2.6271412,787.58044,72.72877,89.08596
167,3.6122448,900.678,1.0737581,109.45319,2.5384867,791.2248,70.27449,87.847694,1.0010172,96.77522,2.6112275,803.9028,72.28822,89.255295
168,3.6122448,917.28815,1.0866033,110.22405,2.5256414,807.0641,69.91889,87.9837,1.0178205,97.05241,2.5944242,820.2357,71.823044,89.41963
169,3.6122448,933.89813,1.1013584,111.04279,2.5108864,822.85535,69.51042,88.10976,1.0351936,97.30226,2.5770512,836.5959,71.342094,89.58107
170,3.6122448,950.5084,1.1176854,111.90336,2.4945593,838.60504,69.058426,88.227,1.0527956,97.51764,2.5594492,852.9908,70.854805,89.74048
171,3.6122448,967.11847,1.1350766,112.78484,2.477168,854.3336,68.576965,88.33805,1.0702934,97.69958,2.5419514,869.4189,70.37041,89.897865
172,3.6122448,983.7288,1.1530228,113.66022,2.459222,870.0686,68.08016,88.44598,1.0874088,97.852974,2.524836,885.87585,69.89659,90.05285
173,3.6122448,1000.3392,1.1711596,114.50775,2.4410853,885.8314,67.57807,88.55311,1.1039629,97.98473,2.508282,902.35443,69.43832,90.20485
174,3.6122448,1016.9492,1.1893167,115.31503,2.422928,901.63416,67.07542,88.66069,1.1198889,98.10016,2.4923558,918.84906,68.99742,90.353485
175,3.6122448,1033.5594,1.2074537,116.07657,2.404791,917.4829,66.57332,88.76924,1.1351936,98.20116,2.4770513,935.3583,68.57374,90.49874
176,3.6122448,1050.1697,1.225562,116.788994,2.386683,933.3807,66.072014,88.879036,1.1498712,98.28534,2.4623737,951.88434,68.16741,90.64101
177,3.6122448,1066.7797,1.2435817,117.44569,2.3686633,949.334,65.573166,88.99063,1.1638182,98.34798,2.4484267,968.4317,67.7813,90.78085
178,3.6122448,1083.3899,1.2613765,118.03738,2.3508682,965.35254,65.080536,89.10481,1.1768243,98.38395,2.4354205,985.0059,67.42125,90.91888
179,3.6122448,1100.0001,1.2787617,118.554245,2.3334832,981.44586,64.59925,89.22234,1.1886533,98.39131,2.4235916,1001.6088,67.09378,91.055336
180,3.9183674,120.00001,0.8045823,59.421368,3.113785,60.57864,79.46639,50.482197,1.0323749,47.10931,2.8859925,72.8907,73.65294,60.74225
181,3.9183674,136.61017,0.7744037,59.286762,3.1439638,77.32341,80.23658,56.601505,1.0140418,47.844112,2.9043255,88.76605,74.120804,64.97763
