idx,wt_true_um,lt_true_um,wt_pred_um__wtlt_big_泛化_test_2,lt_pred_um__wtlt_big_泛化_test_2,wt_abs_err_um__wtlt_big_泛化_test_2,lt_abs_err_um__wtlt_big_泛化_test_2,wt_pct_err__wtlt_big_泛化_test_2,lt_pct_err__wtlt_big_泛化_test_2,wt_pred_um__wtlt_big_泛化_test_data,lt_pred_um__wtlt_big_泛化_test_data,wt_abs_err_um__wtlt_big_泛化_test_data,lt_abs_err_um__wtlt_big_泛化_test_data,wt_pct_err__wtlt_big_泛化_test_data,lt_pct_err__wtlt_big_泛化_test_data
1289,9.428572,601.695,1.3832364,125.67908,8.045336,476.01593,85.329315,79.112495,1.5991122,85.56073,7.8294597,516.1343,83.03972,85.780045
1290,9.428572,618.30505,2.7032866,205.8415,6.725285,412.46356,71.32877,66.70875,3.14908,165.88808,6.2794914,452.417,66.60066,73.17051
1291,9.428572,634.91534,4.669292,313.95822,4.7592797,320.95712,50.477207,50.55117,5.417675,288.934,4.0108967,345.98135,42.53981,54.492516
1292,9.428572,651.5253,6.756639,426.18903,2.6719327,225.3363,28.33868,34.58596,7.4897647,405.12268,1.938807,246.40265,20.563105,37.81935
1293,9.428572,668.13574,8.499431,521.02295,0.92914104,147.1128,9.8545265,22.018398,9.116371,499.54654,0.31220055,168.5892,3.311218,25.232777
1294,9.428572,684.74567,9.808914,593.0661,0.38034248,91.679565,4.0339355,13.38885,10.374659,574.7679,0.9460869,109.97778,10.034254,16.061113
1295,9.428572,701.3561,10.953921,657.85785,1.5253496,43.49823,16.17795,6.202018,11.395502,637.72107,1.9669304,63.63501,20.861383,9.073139
1296,9.428572,717.966,11.938956,716.288,2.5103846,1.6779785,26.62529,0.23371282,12.286769,694.61444,2.8581972,23.351562,30.314213,3.2524607
1297,9.428572,734.5762,12.743667,767.9107,3.315095,33.334534,35.1601,4.537927,13.092916,747.77606,3.6643438,13.19989,38.86425,1.7969396
1298,9.428572,751.1866,13.341713,809.5479,3.9131413,58.36133,41.503014,7.769219,13.799236,795.57355,4.3706646,44.386963,46.355534,5.908913
1299,9.428572,767.79645,13.835768,846.60223,4.407196,78.805786,46.74299,10.263891,14.392374,836.50525,4.9638023,68.7088,52.646385,8.948831
1300,9.428572,784.407,14.398689,890.0625,4.9701176,105.65552,52.713364,13.469477,14.89448,872.2052,5.465908,87.79822,57.971752,11.192942
1301,9.428572,801.0169,14.982191,936.08813,5.5536194,135.07123,58.90202,16.862469,15.329133,905.1077,5.9005613,104.09082,62.58171,12.994835
1302,9.428572,817.62726,15.3853655,970.4001,5.956794,152.77283,63.178116,18.684898,15.686822,935.06964,6.25825,117.44238,66.37538,14.363805
1303,9.428572,834.2371,15.563317,989.76746,6.1347456,155.53033,65.065475,18.643421,15.945349,960.3407,6.516777,126.10358,69.11733,15.1160345
1304,9.428572,850.84753,15.597908,999.8065,6.1693363,148.95898,65.43235,17.50713,16.101091,980.0852,6.6725197,129.23767,70.76915,15.189287
1305,9.428572,867.45776,15.561726,1005.3636,6.133154,137.90582,65.0486,15.897698,16.17047,994.83264,6.7418976,127.37488,71.504974,14.683698
1306,9.428572,884.068,15.493736,1008.93665,6.0651646,124.86865,64.3275,14.124327,16.176813,1005.7136,6.7482414,121.64563,71.57226,13.759759
1307,9.428572,900.678,15.4124975,1011.67395,5.983926,110.99597,63.465874,12.323603,16.140968,1013.8461,6.7123966,113.16815,71.192085,12.564774
1308,9.428572,917.28815,15.326783,1014.12317,5.8982115,96.83502,62.556786,10.5566635,16.078167,1020.13525,6.6495953,102.84711,70.52601,11.212083
1309,9.428572,933.89813,15.240558,1016.603,5.811986,82.704895,61.642273,8.85588,15.998398,1025.2616,6.569826,91.363464,69.67997,9.783023
1310,9.428572,950.5084,15.155266,1019.33344,5.726694,68.82501,60.737663,7.2408633,15.9079275,1029.7352,6.479356,79.22681,68.720436,8.335203
1311,9.428572,967.11847,15.070702,1022.5001,5.64213,55.381653,59.840767,5.72646,15.810835,1033.9435,6.382263,66.82501,67.690674,6.909703
1312,9.428572,983.7288,14.985917,1026.2261,5.5573454,42.497253,58.941544,4.3200173,15.709993,1038.1576,6.2814217,54.428772,66.62114,5.532904
1313,9.428572,1000.3392,14.899914,1030.5521,5.471342,30.212952,58.029385,3.0202708,15.607465,1042.5652,6.178893,42.226013,65.533714,4.2211695
1314,9.428572,1016.9492,14.812473,1035.4163,5.3839016,18.467041,57.101982,1.8159256,15.504109,1047.2573,6.0755377,30.308105,64.43752,2.9802969
1315,9.428572,1033.5594,14.724057,1040.7036,5.2954855,7.144165,56.16424,0.69121957,15.399528,1052.2584,5.970956,18.698975,63.32832,1.8091824
1316,9.428572,1050.1697,14.635142,1046.278,5.2065706,3.8917236,55.2212,0.37058046,15.291893,1057.5294,5.8633213,7.359741,62.18674,0.7008145
1317,9.428572,1066.7797,14.545975,1052.0171,5.117403,14.762573,54.275482,1.3838446,15.178655,1063.0002,5.750083,3.779419,60.985725,0.354283
1318,9.428572,1083.3899,14.456426,1057.8103,5.027854,25.57959,53.325726,2.3610697,15.057313,1068.5702,5.6287413,14.819702,59.698765,1.3679011
1319,9.428572,1100.0001,14.366459,1063.5352,4.937887,36.464966,52.371532,3.3149965,14.926538,1074.1104,5.497967,25.88977,58.311768,2.3536153
1320,9.7346945,120.00001,17.01149,176.5898,7.2767954,56.58979,74.751144,47.158154,14.0862055,140.72295,4.351511,20.722939,44.701054,17.269114
1321,9.7346945,136.61017,8.977361,135.55792,0.75733376,1.0522461,7.7797384,0.77025455,9.036818,124.79395,0.69787693,11.8162155,7.168966,8.649587
1322,9.7346945,153.22034,4.838806,123.98361,4.8958883,29.236725,50.29319,19.081491,7.08611,113.140945,2.6485844,40.07939,27.207678,26.15801
1323,9.7346945,169.8305,1.0277137,63.313854,8.706981,106.51665,89.44277,62.719387,1.3506979,62.206192,8.383997,107.62431,86.12491,63.371605
1324,9.7346945,186.44069,0.9508282,59.711876,8.783866,126.72881,90.23258,67.972725,1.1936436,47.06787,8.541051,139.37282,87.73825,74.75451
1325,9.7346945,203.05087,0.91846627,60.1157,8.816228,142.93518,90.56502,70.393776,1.1706282,45.645943,8.564066,157.40494,87.97467,77.51995
1326,9.7346945,219.66103,0.8883747,60.299496,8.84632,159.36153,90.87414,72.54884,1.1430191,45.366817,8.591676,174.2942,88.25829,79.34689
1327,9.7346945,236.27116,0.861328,60.12361,8.873366,176.14755,91.15198,74.55313,1.10783,45.65363,8.626864,190.61754,88.619774,80.677444
1328,9.7346945,252.88133,0.8397043,59.854897,8.89499,193.02643,91.37411,76.33083,1.0750422,46.149803,8.659653,206.73154,88.9566,81.75042
1329,9.7346945,269.49158,0.8228931,59.623222,8.911801,209.86835,91.5468,77.87566,1.0516553,46.60276,8.683039,222.88882,89.19683,82.70716
1330,9.7346945,286.10168,0.80896944,59.452854,8.925725,226.64883,91.689835,79.21968,1.0363487,46.976357,8.698346,239.12534,89.35407,83.58054
1331,9.7346945,302.71188,0.7961972,59.339706,8.938498,243.37218,91.82104,80.39729,1.0259858,47.30183,8.708709,255.41005,89.460526,84.37398
1332,9.7346945,319.32202,0.7834456,59.27783,8.951249,260.0442,91.952034,81.43635,1.018377,47.604687,8.716317,271.71735,89.53868,85.09196
1333,9.7346945,335.9322,0.77023405,59.26254,8.96446,276.66965,92.08774,82.35878,1.0122732,47.899467,8.722422,288.0327,89.601395,85.74133
1334,9.7346945,352.54242,0.75666946,59.288006,8.978025,293.25443,92.22709,83.18273,1.0069766,48.1963,8.727718,304.34613,89.6558,86.32894
1335,9.7346945,369.1526,0.74327344,59.347515,8.991421,309.80508,92.36469,83.92332,1.0020789,48.504528,8.732615,320.64807,89.70611,86.86058
1336,9.7346945,385.7628,0.7306935,59.436893,9.004001,326.3259,92.49392,84.59237,0.9973456,48.83349,8.737349,336.9293,89.75473,87.34106
1337,9.7346945,402.37292,0.71941483,59.558746,9.01528,342.81418,92.60979,85.19812,0.99268943,49.18691,8.742005,353.186,89.80257,87.77579
1338,9.7346945,418.983,0.70964545,59.72495,9.025049,359.25806,92.710144,85.745255,0.98797065,49.546524,8.746724,369.43646,89.851036,88.17457
1339,9.7346945,435.5932,0.7014231,59.953644,9.033272,375.63956,92.79461,86.23632,0.9819232,49.836098,8.752771,385.7571,89.91316,88.55903
1340,9.7346945,452.20334,0.6947828,60.263107,9.039911,391.94025,92.862816,86.67345,0.97152746,49.89132,8.763167,402.312,90.01995,88.967064
1341,9.7346945,468.81354,0.6897088,60.67329,9.044986,408.14026,92.91495,87.05812,0.9560978,49.58679,8.778597,419.22675,90.17845,89.42292
1342,9.7346945,485.42383,0.6858002,61.222416,9.048894,424.20142,92.955086,87.38784,0.9384585,49.0429,8.796236,436.38092,90.35965,89.89689
1343,9.7346945,502.03384,0.68238264,61.973217,9.052312,440.06064,92.990204,87.65557,0.9204876,48.549416,8.814207,453.48444,90.54426,90.32945
1344,9.7346945,518.64404,0.6810715,63.218857,9.053623,455.42517,93.00367,87.81074,0.90268964,48.401875,8.832005,470.24216,90.72708,90.66761
1345,9.7346945,535.25433,0.6833972,64.96295,9.051297,470.29138,92.979774,87.86316,0.8859988,48.761112,8.848696,486.49323,90.898544,90.89011
1346,9.7346945,551.8645,0.6878812,66.346115,9.046813,485.51837,92.933716,87.97782,0.8727884,49.776913,8.861906,502.0876,91.03425,90.980225
1347,9.7346945,568.47455,0.7001458,68.48701,9.034549,499.98755,92.80773,87.95249,0.8686934,51.56665,8.866001,516.9079,91.07632,90.92894
1348,9.7346945,585.08466,0.7390028,73.498505,8.995691,511.58615,92.40856,87.43797,0.8968474,54.23399,8.837847,530.85065,90.7871,90.730576
1349,9.7346945,601.695,0.8739078,87.1029,8.860786,514.5921,91.02275,85.52374,1.0424064,60.241413,8.692288,541.4536,89.29185,89.98805
1350,9.7346945,618.30505,1.3698756,124.66667,8.364819,493.63837,85.927895,79.83735,1.5858862,84.83314,8.1488085,533.4719,83.70893,86.279724
1351,9.7346945,634.91534,2.6505282,202.61342,7.0841665,432.30194,72.772354,68.08812,3.0871863,162.3679,6.647508,472.54742,68.286766,74.42684
1352,9.7346945,651.5253,4.5735297,308.33237,5.1611648,343.19296,53.018253,52.67531,5.318784,282.99268,4.4159102,368.53265,45.3626,56.564594
1353,9.7346945,668.13574,6.6391315,419.01318,3.095563,249.12256,31.79928,37.28622,7.385478,398.31995,2.3492165,269.8158,24.132412,40.38338
1354,9.7346945,684.74567,8.4044,514.7314,1.3302946,170.01428,13.665499,24.828821,9.022263,492.8232,0.7124319,191.92245,7.3184824,28.028282
1355,9.7346945,701.3561,9.725993,587.0193,0.008701324,114.33679,0.08938467,16.302246,10.293942,568.36426,0.559248,132.99182,5.744895,18.962097
1356,9.7346945,717.966,10.858644,650.5586,1.123949,67.40741,11.545807,9.388663,11.323046,631.30444,1.5883512,86.66156,16.316397,12.070426
1357,9.7346945,734.5762,11.851578,708.6881,2.1168833,25.888062,21.74576,3.5242174,12.216382,687.79425,2.4816875,46.78192,25.493225,6.36856
1358,9.7346945,751.1866,12.677355,760.6918,2.9426603,9.505188,30.228584,1.2653565,13.027033,740.7669,3.2923384,10.419678,33.820663,1.3870958
1359,9.7346945,767.79645,13.317274,804.22986,3.5825796,36.43341,36.802177,4.7451916,13.747658,789.13586,4.0129633,21.339417,41.223312,2.7793064
1360,9.7346945,784.407,13.822204,841.1242,4.087509,56.717224,41.989086,7.2305865,14.359777,830.9978,4.625083,46.59082,47.51133,5.9396234
1361,9.7346945,801.0169,14.368271,882.5424,4.6335764,81.52551,47.59858,10.177752,14.877327,867.1422,5.1426325,66.125305,52.827877,8.25517
1362,9.7346945,817.62726,14.966821,928.84595,5.232126,111.21869,53.747208,13.602614,15.32648,900.0516,5.5917854,82.42432,57.44182,10.080915
1363,9.7346945,834.2371,15.424085,966.33386,5.68939,132.09674,58.444466,15.834435,15.706005,930.361,5.9713106,96.1239,61.340504,11.522371
1364,9.7346945,850.84753,15.64653,988.3705,5.9118357,137.52295,60.729546,16.163054,15.993638,956.5725,6.2589436,105.724976,64.29522,12.425843
1365,9.7346945,867.45776,15.702261,999.5863,5.9675665,132.12854,61.30204,15.231697,16.178856,977.4996,6.4441614,110.04181,66.197876,12.685553
1366,9.7346945,884.068,15.672855,1005.42065,5.938161,121.35266,60.999973,13.726621,16.272617,993.31537,6.537923,109.247375,67.16105,12.357349
1367,9.7346945,900.678,15.605218,1008.8866,5.8705235,108.20862,60.30517,12.01413,16.29651,1005.0017,6.561816,104.32373,67.406494,11.5828
1368,9.7346945,917.28815,15.521836,1011.3677,5.787142,94.07953,59.448624,10.2562685,16.27223,1013.67114,6.5375357,96.382996,67.157074,10.507384
1369,9.7346945,933.89813,15.433262,1013.487,5.6985674,79.58887,58.538742,8.522222,16.216799,1020.25397,6.4821043,86.355835,66.587654,9.246815
1370,9.7346945,950.5084,15.344363,1015.5628,5.6096687,65.05438,57.625526,6.8441668,16.141949,1025.466,6.407254,74.95752,65.81875,7.8860445
1371,9.7346945,967.11847,15.257278,1017.7953,5.522584,50.67682,56.730946,5.23998,16.055115,1029.835,6.3204203,62.71649,64.92674,6.484882
1372,9.7346945,983.7288,15.172467,1020.3493,5.4377728,36.620483,55.859715,3.7226195,15.960822,1033.7645,6.2261276,50.035706,63.958122,5.086331
1373,9.7346945,1000.3392,15.089315,1023.37225,5.354621,23.033081,55.00554,2.3025272,15.862048,1037.5553,6.1273537,37.216125,62.94346,3.7203505
1374,9.7346945,1016.9492,15.006611,1026.9637,5.2719164,10.014526,54.155952,0.98476166,15.760937,1041.4309,6.0262423,24.48169,61.90479,2.407366
1375,9.7346945,1033.5594,14.923219,1031.1504,5.1885242,2.4090576,53.2993,0.23308362,15.658998,1045.5369,5.924303,11.977417,60.857616,1.1588513
1376,9.7346945,1050.1697,14.838694,1035.8755,5.103999,14.294189,52.43102,1.3611314,15.556854,1049.9479,5.82216,0.22180176,59.808342,0.021120563
1377,9.7346945,1066.7797,14.753297,1041.0238,5.0186024,25.75586,51.553772,2.414356,15.454018,1054.6791,5.719323,12.100586,58.751953,1.1343098
1378,9.7346945,1083.3899,14.667437,1046.4716,4.932742,36.918335,50.671776,3.4076684,15.3488455,1059.701,5.614151,23.688843,57.67157,2.1865482
1379,9.7346945,1100.0001,14.581277,1052.1034,4.8465824,47.89673,49.786694,4.3542476,15.238985,1064.9469,5.5042906,35.053223,56.543022,3.1866562
1380,10.040817,120.00001,17.250828,174.04504,7.2100105,54.045036,71.80701,45.03753,15.911918,147.29149,5.8711004,27.291481,58.472336,22.742899
1381,10.040817,136.61017,15.000437,172.41646,4.9596195,35.80629,49.39458,26.210558,11.823809,137.83362,1.7829914,1.2234497,17.757433,0.8955773
1382,10.040817,153.22034,6.553658,122.324036,3.4871593,30.896301,34.729836,20.164623,7.791383,119.102554,2.2494345,34.117783,22.402903,22.267138
1383,10.040817,169.8305,1.1736614,69.12205,8.867156,100.70846,88.3111,59.299393,2.0367732,84.2855,8.004044,85.545006,79.71506,50.37081
1384,10.040817,186.44069,0.96380174,59.926235,9.077016,126.51445,90.40117,67.85775,1.2005371,48.59325,8.840281,137.84744,88.043434,73.93635
1385,10.040817,203.05087,0.9296309,59.943726,9.111186,143.10715,90.74148,70.47847,1.1790017,45.94788,8.861815,157.103,88.25791,77.371254
1386,10.040817,219.66103,0.89989936,60.2844,9.140918,159.37662,91.03759,72.55571,1.1548147,45.392372,8.886003,174.26865,88.498795,79.33526
1387,10.040817,236.27116,0.87201697,60.22148,9.1688,176.04968,91.315285,74.5117,1.1229435,45.485703,8.917873,190.78546,88.81621,80.74852
1388,10.040817,252.88133,0.8486413,59.97357,9.192176,192.90776,91.54809,76.283905,1.0886402,45.924816,8.952177,206.95651,89.15785,81.83938
1389,10.040817,269.49158,0.83036107,59.724834,9.210456,209.76674,91.73014,77.83796,1.0615206,46.3987,8.979297,223.09288,89.42795,82.782875
1390,10.040817,286.10168,0.8156987,59.529842,9.225119,226.57184,91.876175,79.192764,1.0432118,46.796494,8.997605,239.30519,89.61029,83.64341
1391,10.040817,302.71188,0.8028788,59.391735,9.237939,243.32014,92.00385,80.38011,1.0310024,47.1328,9.009815,255.57909,89.73189,84.42982
1392,10.040817,319.32202,0.79055893,59.304886,9.250258,260.01715,92.12655,81.42788,1.0223509,47.43668,9.018466,271.88535,89.81805,85.14457
1393,10.040817,335.9322,0.77797484,59.264572,9.262842,276.6676,92.25188,82.35817,1.0156884,47.726196,9.025129,288.206,89.884415,85.79291
1394,10.040817,352.54242,0.76492894,59.26604,9.275888,293.27637,92.381805,83.18896,1.0101258,48.012283,9.030691,304.53015,89.939804,86.381134
1395,10.040817,369.1526,0.75170195,59.303726,9.289115,309.84888,92.513535,83.93518,1.0051491,48.303688,9.035668,320.8489,89.98937,86.91498
1396,10.040817,385.7628,0.73885596,59.37169,9.301961,326.3911,92.64147,84.60928,1.0004503,48.609287,9.040367,337.1535,90.03616,87.39918
1397,10.040817,402.37292,0.72696465,59.46788,9.313852,342.90503,92.7599,85.2207,0.99586284,48.936707,9.044954,353.43622,90.081856,87.83797
1398,10.040817,418.983,0.71639633,59.59733,9.324421,359.38568,92.86516,85.77572,0.99133575,49.285362,9.049481,369.69763,90.12694,88.23691
1399,10.040817,435.5932,0.7072799,59.773438,9.333537,375.81976,92.955956,86.277695,0.986591,49.627106,9.054226,385.9661,90.174194,88.60701
1400,10.040817,452.20334,0.69964015,60.013653,9.341177,392.1897,93.032036,86.728615,0.97992927,49.870377,9.060888,402.33295,90.24055,88.97169
1401,10.040817,468.81354,0.69351673,60.3347,9.347301,408.47882,93.093025,87.13034,0.9685626,49.851025,9.072254,418.96252,90.353745,89.36656
1402,10.040817,485.42383,0.68885326,60.75699,9.351964,424.66684,93.13947,87.48372,0.95281786,49.49223,9.087999,435.9316,90.51055,89.80433
1403,10.040817,502.03384,0.685179,61.320583,9.3556385,440.71326,93.17606,87.78557,0.9354591,48.94742,9.105358,453.08643,90.68343,90.250175
1404,10.040817,518.64404,0.6819798,62.089165,9.358837,456.55487,93.20792,88.02856,0.9179191,48.49812,9.122898,470.14594,90.85812,90.649055
1405,10.040817,535.25433,0.6811435,63.390797,9.3596735,471.86353,93.216255,88.156876,0.9006023,48.406387,9.140215,486.84796,91.03059,90.956375
1406,10.040817,551.8645,0.68362737,65.07426,9.35719,486.79025,93.19151,88.2083,0.88452077,48.811405,9.156297,503.0531,91.19075,91.15518
1407,10.040817,568.47455,0.68823266,66.42263,9.352585,502.0519,93.14565,88.315636,0.87202847,49.8607,9.168789,518.61383,91.31517,91.229034
1408,10.040817,585.08466,0.7010979,68.61916,9.33972,516.4655,93.017525,88.27193,0.8689732,51.65618,9.1718445,533.42847,91.3456,91.17116
1409,10.040817,601.695,0.7410497,73.713165,9.2997675,527.9818,92.61963,87.74908,0.89904225,54.317455,9.141775,547.37756,91.04613,90.972595
1410,10.040817,618.30505,0.87703156,87.32147,9.163786,530.9836,91.265335,85.87728,1.0465692,60.366673,8.994248,557.93835,89.57686,90.23675
1411,10.040817,634.91534,1.3662318,124.30428,8.674585,510.61105,86.39322,80.42191,1.583546,84.63757,8.457272,550.2778,84.22891,86.66947
1412,10.040817,651.5253,2.6194673,200.63005,7.42135,450.89526,73.91181,69.2061,3.0515482,160.25679,6.9892693,491.26855,69.60857,75.40283
1413,10.040817,668.13574,4.5068746,304.29178,5.5339427,363.84396,55.114468,54.456593,5.250349,278.7561,4.790468,389.37964,47.70994,58.278526
1414,10.040817,684.74567,6.549064,413.3619,3.491753,271.38376,34.77559,39.632782,7.3069916,393.0317,2.7338257,291.71396,27.227125,42.601795
1415,10.040817,701.3561,8.328671,509.53818,1.7121458,191.8179,17.051857,27.349573,8.948327,487.33694,1.0924902,214.01913,10.880491,30.515047
1416,10.040817,717.966,9.663552,582.18756,0.37726498,135.77844,3.7573133,18.911543,10.229611,563.0161,0.18879414,154.94989,1.8802667,21.581787
1417,10.040817,734.5762,10.783155,644.4856,0.7423382,90.090576,7.393204,12.264294,11.265554,625.90375,1.2247372,108.672424,12.197585,14.793895
1418,10.040817,751.1866,11.779377,702.16284,1.7385597,49.023743,17.314922,6.5261736,12.160428,681.99316,2.1196108,69.19342,21.109943,9.211216
1419,10.040817,767.79645,12.617439,754.0799,2.576622,13.716553,25.661478,1.7864829,12.973248,734.6455,2.9324303,33.15094,29.205095,4.3176727
1420,10.040817,784.407,13.292943,799.19824,3.2521257,14.79126,32.389053,1.8856615,13.704261,783.3376,3.6634436,1.069397,36.48551,0.1363319
1421,10.040817,801.0169,13.815124,836.47815,3.7743063,35.461243,37.589634,4.427028,14.332749,826.009,4.291932,24.992065,42.744846,3.120042
1422,10.040817,817.62726,14.348026,876.16437,4.307209,58.53711,42.896996,7.159388,14.864762,862.693,4.823945,45.065735,48.04335,5.5117702
1423,10.040817,834.2371,14.95212,922.0387,4.9113026,87.801575,48.913376,10.524775,15.326214,895.6389,5.2853966,61.401794,52.63911,7.360233
1424,10.040817,850.84753,15.4577875,962.20624,5.4169703,111.3587,53.949493,13.087975,15.723269,926.1,5.682452,75.25244,56.593525,8.84441
1425,10.040817,867.45776,15.728087,987.06683,5.68727,119.60907,56.641506,13.78846,16.036228,953.0013,5.995411,85.54352,59.71039,9.861404
1426,10.040817,884.068,15.808437,999.66254,5.76762,115.59454,57.441742,13.075299,16.249332,974.9472,6.208515,90.87921,61.832767,10.279663
1427,10.040817,900.678,15.787029,1005.857,5.746212,105.179016,57.22853,11.677761,16.367659,991.7658,6.3268414,91.08783,63.011215,10.113251
1428,10.040817,917.28815,15.719584,1009.2167,5.678767,91.92853,56.55682,10.021772,16.410242,1004.2515,6.369425,86.96338,63.43532,9.480487
1429,10.040817,933.89813,15.633438,1011.4212,5.592621,77.52307,55.69886,8.301021,16.39863,1013.4826,6.357813,79.58447,63.319675,8.52175
1430,10.040817,950.5084,15.541166,1013.2087,5.500349,62.700256,54.779892,6.5964966,16.351145,1020.4072,6.3103275,69.8988,62.84675,7.353833
1431,10.040817,967.11847,15.448569,1014.9175,5.407752,47.79901,53.85769,4.942415,16.281147,1025.7731,6.2403297,58.654602,62.14962,6.0648828
1432,10.040817,983.7288,15.358286,1016.7305,5.3174686,33.00171,52.958523,3.3547568,16.19749,1030.1311,6.1566734,46.402283,61.316456,4.716979
1433,10.040817,1000.3392,15.271268,1018.78094,5.2304506,18.441772,52.091877,1.8435519,16.105633,1033.8937,6.0648155,33.554504,60.40161,3.354313
1434,10.040817,1016.9492,15.1874075,1021.19476,5.14659,4.2455444,51.256687,0.41747853,16.00881,1037.3732,5.967993,20.42395,59.437325,2.0083551
1435,10.040817,1033.5594,15.105884,1024.0957,5.0650663,9.463745,50.444763,0.9156459,15.90913,1040.8153,5.868313,7.2558594,58.444572,0.7020263
1436,10.040817,1050.1697,15.025289,1027.5653,4.9844713,22.60437,49.64209,2.1524494,15.808211,1044.3993,5.767394,5.7703857,57.439487,0.54947174
1437,10.040817,1066.7797,14.944428,1031.6234,4.903611,35.15625,48.836773,3.2955494,15.707113,1048.24,5.666296,18.539673,56.432617,1.7379102
1438,10.040817,1083.3899,14.862679,1036.2119,4.8218613,47.17798,48.0226,4.354663,15.606289,1052.3969,5.5654716,30.993042,55.428474,2.8607469
1439,10.040817,1100.0001,14.780146,1041.2283,4.7393284,58.77185,47.200623,5.3428946,15.505229,1056.8857,5.4644117,43.11438,54.421978,3.9194887
1440,10.346938,120.00001,17.416891,170.9943,7.069953,50.994286,68.32894,42.495235,17.0808,150.41544,6.733861,30.415428,65.08071,25.34619
1441,10.346938,136.61017,16.403326,178.36043,6.056388,41.75026,58.533142,30.561605,12.096941,136.59845,1.7500029,0.01171875,16.913244,0.008578241
1442,10.346938,153.22034,7.644501,127.061264,2.702437,26.159073,26.118227,17.072845,8.323113,122.14859,2.0238247,31.071747,19.559649,20.279127
1443,10.346938,169.8305,2.065518,103.92779,8.28142,65.90272,80.0374,38.804993,4.922453,115.16167,5.424485,54.66884,52.42599,32.190235
1444,10.346938,186.44069,0.98099047,60.802082,9.365948,125.63861,90.51903,67.38798,1.2119781,52.282177,9.13496,134.15851,88.286606,71.95774
1445,10.346938,203.05087,0.94052696,59.77911,9.406411,143.27176,90.910095,70.55954,1.1867763,46.398766,9.160162,156.6521,88.530174,77.149185
1446,10.346938,219.66103,0.9109761,60.20506,9.435962,159.45596,91.195694,72.59183,1.1646206,45.509514,9.182318,174.15152,88.7443,79.28194
1447,10.346938,236.27116,0.8828879,60.284462,9.46405,175.9867,91.46716,74.485054,1.1367322,45.38627,9.210206,190.88489,89.01383,80.790596
1448,10.346938,252.88133,0.8580646,60.087242,9.4888735,192.7941,91.70707,76.23896,1.1029835,45.715714,9.243955,207.16562,89.340004,81.922066
1449,10.346938,269.49158,0.838181,59.83298,9.508757,209.6586,91.89923,77.79783,1.0727762,46.188354,9.274162,223.30322,89.63195,82.86093
1450,10.346938,286.10168,0.8224791,59.61637,9.524459,226.48532,92.05099,79.16253,1.051145,46.612217,9.295794,239.48947,89.84101,83.70782
1451,10.346938,302.71188,0.8093038,59.45478,9.537634,243.25711,92.17832,80.35928,1.0366714,46.96518,9.3102665,255.7467,89.98088,84.48518
1452,10.346938,319.32202,0.79718125,59.344433,9.549757,259.9776,92.29549,81.41549,1.026679,47.274456,9.320259,272.04758,90.07746,85.195366
1453,10.346938,335.9322,0.7851224,59.2804,9.561815,276.6518,92.412025,82.35347,1.0192642,47.562065,9.327674,288.37012,90.149124,85.84177
1454,10.346938,352.54242,0.77266115,59.25861,9.574277,293.2838,92.53247,83.19107,1.0133053,47.841064,9.333632,304.70135,90.20671,86.429695
1455,10.346938,369.1526,0.75981754,59.274494,9.587121,309.87808,92.6566,83.943085,1.0081558,48.120304,9.338782,321.0323,90.256485,86.96466
1456,10.346938,385.7628,0.74698335,59.322334,9.599955,326.44046,92.78063,84.62207,1.0034299,48.407784,9.343508,337.355,90.302155,87.451416
1457,10.346938,402.37292,0.73471504,59.39757,9.612223,342.97534,92.8992,85.238174,0.99889404,48.711624,9.348044,353.66132,90.34599,87.89391
1458,10.346938,418.983,0.7234963,59.500328,9.623442,359.48267,93.00763,85.79887,0.99443746,49.037415,9.352501,369.9456,90.38907,88.29609
1459,10.346938,435.5932,0.7135941,59.637863,9.633344,375.95532,93.103325,86.308815,0.9900162,49.379337,9.356922,386.21387,90.4318,88.66389
1460,10.346938,452.20334,0.70508343,59.824306,9.641854,392.37903,93.18558,86.770485,0.9851305,49.698223,9.361808,402.50513,90.47902,89.009766
1461,10.346938,468.81354,0.6979882,60.07607,9.64895,408.73746,93.25416,87.18551,0.97769994,49.888546,9.369238,418.925,90.55083,89.35855
1462,10.346938,485.42383,0.69234645,60.4088,9.654592,425.015,93.30868,87.55545,0.965446,49.79576,9.381493,435.62805,90.669266,89.7418
1463,10.346938,502.03384,0.6880522,60.843845,9.658886,441.19,93.35018,87.88053,0.94953185,49.392704,9.397407,452.64114,90.82307,90.161476
1464,10.346938,518.64404,0.6845771,61.422394,9.662361,457.22165,93.38377,88.15712,0.9324777,48.855114,9.41446,469.78894,90.987885,90.58022
1465,10.346938,535.25433,0.6816271,62.212894,9.665311,473.04144,93.41228,88.376945,0.9153489,48.453278,9.431589,486.80106,91.15343,90.94762
1466,10.346938,551.8645,0.68125904,63.570934,9.665679,488.29358,93.41584,88.4807,0.89849913,48.417065,9.448439,503.44745,91.31628,91.22665
1467,10.346938,568.47455,0.68387157,65.18556,9.663067,503.289,93.39059,88.53325,0.8830225,48.869488,9.463916,519.60504,91.46586,91.4034
1468,10.346938,585.08466,0.68865824,66.511086,9.658279,518.57355,93.34432,88.632225,0.87126654,49.955654,9.475672,535.129,91.579475,91.461815
